,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,FRANJA_H,TIPO_DE_CALLE,COMUNA,POS_X,POS_Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA
405,2018-0119,1,2018-11-05,2018,11,5,22:35:00,22,AVENIDA,8,-58.43613623,-34.66292532,PEATON,SD,PEATON,FEMENINO,32,2018-11-06 00:00:00,Lunes
406,2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,AVENIDA,12,-58.48250732,-34.57208238,PEATON,AUTO,PEATON,FEMENINO,51,2018-11-20 00:00:00,Viernes
407,2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,AVENIDA,10,-58.49945705,-34.63743280,PEATON,PASAJEROS,PEATON,FEMENINO,72,2018-11-09 00:00:00,Viernes
408,2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,AUTOPISTA,8,-58.47743966,-34.67233407,AUTO,AUTO,CONDUCTOR,MASCULINO,33,2018-11-12 00:00:00,Lunes
409,2018-0123,1,2018-11-12,2018,11,12,03:32:00,3,GRAL PAZ,9,-58.50251790,-34.67450313,AUTO,SD,CONDUCTOR,MASCULINO,25,2018-11-12 00:00:00,Lunes
410,2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,AUTOPISTA,9,-58.52144411,-34.63682499,CARGAS,CARGAS,CONDUCTOR,MASCULINO,44,2018-11-15 00:00:00,Jueves
411,2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,AVENIDA,4,-58.41650465,-34.65084045,PEATON,PASAJEROS,PEATON,MASCULINO,29,2018-11-17 00:00:00,Viernes
412,2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,GRAL PAZ,9,-58.52994219,-34.64055918,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2018-11-23 00:00:00,Domingo
413,2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,GRAL PAZ,12,-58.50993046,-34.56919739,MOTO,MOTO,CONDUCTOR,MASCULINO,29,2018-11-19 00:00:00,Lunes
414,2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,GRAL PAZ,9,-58.52844623,-34.64592873,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25 00:00:00,Domingo
415,2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,GRAL PAZ,9,-58.52844623,-34.64592873,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25 00:00:00,Domingo
416,2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,AVENIDA,15,-58.45021367,-34.58695347,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,37,2018-11-30 00:00:00,Miércoles
417,2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,AVENIDA,10,-58.49022072,-34.62770192,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,SD,2018-12-03 00:00:00,Lunes
418,2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,AVENIDA,1,-58.36860866,-34.60106568,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,2018-12-07 00:00:00,Viernes
419,2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,AUTOPISTA,2,-58.39490504,-34.57241534,PEATON,CARGAS,PEATON,MASCULINO,70,2018-12-12 00:00:00,Miércoles
420,2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,AVENIDA,7,-58.46963952,-34.63070603,PEATON,CARGAS,PEATON,FEMENINO,60,2018-12-12 00:00:00,Miércoles
421,2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,AVENIDA,7,-58.42349365,-34.64019887,PEATON,MOTO,PEATON,MASCULINO,56,2018-12-13 00:00:00,Miércoles
422,2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,AVENIDA,1,-58.37471802,-34.61265002,PEATON,PASAJEROS,PEATON,MASCULINO,80,2018-12-22 00:00:00,Martes
423,2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,AVENIDA,7,-58.46438789,-34.62913916,PEATON,PASAJEROS,PEATON,FEMENINO,70,2018-12-18 00:00:00,Martes
424,2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,CALLE,1,-58.38481975,-34.61100424,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-19 00:00:00,Martes
425,2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,CALLE,10,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21 00:00:00,Viernes
426,2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,CALLE,7,-58.44682986,-34.63888084,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-24 00:00:00,Sábado
427,2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,CALLE,1,-58.36004650,-34.61381341,AUTO,AUTO,CONDUCTOR,MASCULINO,78,2018-12-22 00:00:00,Sábado
428,2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,AVENIDA,5,-58.41509546,-34.62085945,PEATON,MOTO,PEATON,MASCULINO,75,2018-12-24 00:00:00,Sábado
429,2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,GRAL PAZ,12,-58.50997604,-34.57251072,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2019-01-01 00:00:00,Martes
430,2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,AVENIDA,10,-58.48606475,-34.64047818,MOTO,AUTO,CONDUCTOR,MASCULINO,22,2018-12-29 00:00:00,Sábado
431,2019-0001,1,2019-01-08,2019,1,8,08:30:00,8,AVENIDA,2,-58.38526125,-34.57805810,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,2019-01-08 00:00:00,Martes
432,2019-0002,1,2019-01-09,2019,1,9,04:00:00,4,AVENIDA,7,-58.45463662,-34.65082149,AUTO,CARGAS,CONDUCTOR,MASCULINO,32,2019-01-09 00:00:00,Miércoles
433,2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,AVENIDA,15,-58.49121672,-34.59718073,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2019-01-12 00:00:00,Sábado
434,2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,AVENIDA,9,-58.47325712,-34.65284605,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,71,2019-01-14 00:00:00,Lunes
435,2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,AVENIDA,10,-58.52108101,-34.63382309,MOTO,CARGAS,CONDUCTOR,MASCULINO,43,2019-01-19 00:00:00,Sábado
436,2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,AVENIDA,14,-58.41652702,-34.55509606,PEATON,AUTO,PEATON,FEMENINO,12,2019-01-23 00:00:00,Miércoles
437,2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,CALLE,5,-58.42891604,-34.61071660,MOTO,AUTO,CONDUCTOR,MASCULINO,35,2019-01-26 00:00:00,Sábado
438,2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,GRAL PAZ,8,-58.47802293,-34.69156793,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,42,2019-01-31 00:00:00,Miércoles
439,2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,AVENIDA,1,-58.37564821,-34.62200207,MOTO,AUTO,CONDUCTOR,MASCULINO,34,2019-01-31 00:00:00,Jueves
440,2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,AVENIDA,14,-58.42668489,-34.56961468,PEATON,AUTO,PEATON,MASCULINO,SD,2019-02-02 00:00:00,Sábado
441,2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,AVENIDA,14,-58.42668489,-34.56961468,PEATON,AUTO,PEATON,MASCULINO,59,2019-02-02 00:00:00,Sábado
442,2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,GRAL PAZ,9,-58.51839930,-34.66252488,PEATON,AUTO,PEATON,MASCULINO,SD,2019-02-10 00:00:00,Domingo
443,2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,AVENIDA,8,-58.48432691,-34.67665828,MOTO,AUTO,CONDUCTOR,MASCULINO,31,2019-02-20 00:00:00,Domingo
444,2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,CALLE,7,-58.43383830,-34.64457699,PEATON,AUTO,PEATON,MASCULINO,39,2019-03-02 00:00:00,Miércoles
445,2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,CALLE,11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,69,2019-02-20 00:00:00,Miércoles
446,2019-0015,1,2019-02-23,2019,2,23,06:57:00,6,AVENIDA,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,2019-02-23 00:00:00,Sábado
447,2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,CALLE,4,-58.38313603,-34.63356284,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40,2019-02-24 00:00:00,Domingo
448,2019-0017,1,2019-03-03,2019,3,3,07:00:00,7,CALLE,3,-58.39914719,-34.61632317,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,22,2019-03-07 00:00:00,Domingo
449,2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,AUTOPISTA,13,-58.44927253,-34.54048625,PEATON,AUTO,PEATON,FEMENINO,29,2019-03-03 00:00:00,Domingo
450,2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,AVENIDA,13,-58.45049163,-34.55374003,MOTO,AUTO,CONDUCTOR,MASCULINO,SD,26/03/2019,Miércoles
451,2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,AVENIDA,5,-58.41288952,-34.63572989,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2019-03-07 00:00:00,Jueves
452,2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,AVENIDA,7,-58.45743597,-34.62561234,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2019-03-16 00:00:00,Viernes
453,2019-0022,1,2019-03-15,2019,3,15,00:00:00,0,AVENIDA,1,-58.39123782,-34.62352245,AUTO,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2019-03-15 00:00:00,Viernes
454,2019-0023,1,2019-03-16,2019,3,16,08:28:00,8,GRAL PAZ,9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,34,2019-03-16 00:00:00,Sábado
455,2019-0024,1,2019-03-19,2019,3,19,07:12:00,7,AVENIDA,1,-58.37208118,-34.58541957,MOTO,CARGAS,CONDUCTOR,MASCULINO,32,2019-03-19 00:00:00,Martes
456,2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,CALLE,5,-58.41458534,-34.60937557,PEATON,AUTO,PEATON,MASCULINO,27,2019-04-04 00:00:00,Viernes
457,2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,AVENIDA,8,-58.47976785,-34.69153196,PEATON,PASAJEROS,PEATON,MASCULINO,SD,2019-03-28 00:00:00,Jueves
458,2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,AVENIDA,2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,CICLISTA,MASCULINO,37,2019-03-28 00:00:00,Jueves
459,2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,AVENIDA,11,-58.46051346,-34.60588536,PEATON,PASAJEROS,PEATON,FEMENINO,SD,2019-04-06 00:00:00,Sábado
460,2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,AVENIDA,8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,2019-04-07 00:00:00,Domingo
461,2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,CALLE,7,-58.45457546,-34.62447891,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,2019-04-09 00:00:00,Martes
462,2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA,CARGAS,CICLISTA,MASCULINO,20,2019-04-12 00:00:00,Viernes
463,2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,AVENIDA,11,-58.46415322,-34.60443790,PEATON,AUTO,PEATON,FEMENINO,83,2019-04-18 00:00:00,Martes
464,2019-0033,1,2019-04-18,2019,4,18,01:00:00,1,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO,SD,CONDUCTOR,MASCULINO,25,2019-04-18 00:00:00,Jueves
465,2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,AVENIDA,7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,SD,2019-04-21 00:00:00,Domingo
466,2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,CALLE,1,-58.37942637,-34.60053054,PEATON,BICICLETA,PEATON,FEMENINO,75,2019-04-23 00:00:00,Martes
467,2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,CALLE,6,-58.43680440,-34.62147504,MOTO,AUTO,CONDUCTOR,MASCULINO,34,2019-05-02 00:00:00,Viernes
468,2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,AVENIDA,3,-58.40778291,-34.61971907,MOTO,AUTO,CONDUCTOR,MASCULINO,17,2019-05-01 00:00:00,Miércoles
469,2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,AVENIDA,13,-58.45212523,-34.54628513,PEATON,MOTO,PEATON,FEMENINO,42,2019-05-05 00:00:00,Sábado
470,2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,AVENIDA,7,-58.46749188,-34.63551751,MOTO,AUTO,CONDUCTOR,MASCULINO,28,2019-05-09 00:00:00,Jueves
471,2019-0040,1,2019-05-09,2019,5,9,12:45:00,12,CALLE,7,-58.44263580,-34.63679732,MOTO,SD,CONDUCTOR,MASCULINO,44,2019-05-15 00:00:00,Jueves
472,2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,AVENIDA,9,-58.51140289,-34.65846419,AUTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11 00:00:00,Sábado
473,2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,CALLE,1,-58.38211431,-34.62465368,PEATON,PASAJEROS,PEATON,MASCULINO,39,2019-05-14 00:00:00,Martes
474,2019-0043,1,2019-05-21,2019,5,21,09:00:00,9,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA,CARGAS,CICLISTA,FEMENINO,SD,2019-05-21 00:00:00,Martes
475,2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,AVENIDA,5,-58.41635217,-34.62036547,PEATON,MOTO,PEATON,FEMENINO,77,2019-05-29 00:00:00,Lunes
476,2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,AVENIDA,14,-58.41316147,-34.57579669,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,2019-06-03 00:00:00,Lunes
477,2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ,13,-58.47617802,-34.53825652,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04 00:00:00,Martes
478,2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,AVENIDA,4,-58.38641783,-34.63330028,PEATON,CARGAS,PEATON,MASCULINO,76,2019-06-06 00:00:00,Jueves
479,2019-0048,1,2019-06-07,2019,6,7,07:00:00,7,AVENIDA,6,-58.45322169,-34.62038137,MOTO,CARGAS,CONDUCTOR,MASCULINO,32,2019-06-07 00:00:00,Viernes
480,2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,CALLE,13,-58.45849057,-34.56166498,PEATON,CARGAS,PEATON,FEMENINO,72,2019-06-09 00:00:00,Sábado
481,2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,AVENIDA,14,-58.41829559,-34.59411677,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,2019-06-09 00:00:00,Sábado
482,2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,CALLE,4,-58.36376488,-34.63832093,MOTO,AUTO,CONDUCTOR,MASCULINO,41,2019-06-11 00:00:00,Martes
483,2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,AVENIDA,8,-58.46442668,-34.66004784,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14 00:00:00,Viernes
484,2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,CALLE,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,2019-06-20 00:00:00,Jueves
485,2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,AVENIDA,1,-58.36819005,-34.60283208,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,47,2019-06-21 00:00:00,Jueves
486,2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,AVENIDA,7,-58.45877601,-34.62330939,PEATON,AUTO,PEATON,FEMENINO,75,2019-06-29 00:00:00,Sábado
487,2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,CALLE,13,-58.44196498,-34.55760517,PEATON,AUTO,PEATON,FEMENINO,63,2019-07-08 00:00:00,Viernes
488,2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA,10,-58.50622631,-34.63627822,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,39,2019-07-10 00:00:00,Miércoles
489,2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,CALLE,1,-58.38410880,-34.63099197,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2019-07-13 00:00:00,Sábado
490,2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,AVENIDA,10,-58.48100602,-34.63504312,PEATON,AUTO,PEATON,FEMENINO,78,2019-07-17 00:00:00,Miércoles
491,2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,CALLE,13,-58.45200171,-34.55781320,PEATON,PASAJEROS,PEATON,FEMENINO,58,2019-07-17 00:00:00,Miércoles
492,2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,AVENIDA,13,-58.44462132,-34.56201105,PEATON,PASAJEROS,PEATON,FEMENINO,60,2019-08-02 00:00:00,Jueves
493,2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,AVENIDA,15,-58.45220688,-34.58711712,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2019-08-04 00:00:00,Domingo
494,2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,AVENIDA,7,-58.45962210,-34.62245140,MOTO,AUTO,CONDUCTOR,MASCULINO,20,2019-08-06 00:00:00,Martes
495,2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,CALLE,4,-58.41970850,-34.65414867,PEATON,PASAJEROS,PEATON,FEMENINO,55,2019-08-09 00:00:00,Jueves
496,2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,AVENIDA,7,-58.44187596,-34.64938031,PEATON,AUTO,PEATON,MASCULINO,40,2019-08-11 00:00:00,Domingo
497,2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,CALLE,10,-58.49101637,-34.64276621,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2019-08-14 00:00:00,Miércoles
498,2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,AVENIDA,8,-58.42493829,-34.66256502,MOTO,MOTO,CONDUCTOR,MASCULINO,53,2019-08-14 00:00:00,Miércoles
499,2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,AVENIDA,4,-58.40489318,-34.62930162,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2019-08-17 00:00:00,Sábado
500,2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,AVENIDA,14,-58.42686680,-34.59217875,MOTO,BICICLETA,CONDUCTOR,MASCULINO,25,2019-08-22 00:00:00,Jueves
501,2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,AVENIDA,9,-58.47961100,-34.65620398,PEATON,CARGAS,PEATON,MASCULINO,SD,2019-08-27 00:00:00,Martes
502,2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,AVENIDA,10,-58.47439934,-34.63524207,AUTO,AUTO,CONDUCTOR,MASCULINO,22,2019-09-02 00:00:00,Miércoles
503,2019-0073,1,2019-08-29,2019,8,29,01:50:00,1,AVENIDA,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,2019-09-06 00:00:00,Jueves
504,2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,AUTOPISTA,13,-58.46514781,-34.53465378,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2019-08-29 00:00:00,Jueves
505,2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,CALLE,4,-58.37571078,-34.65584079,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31,2019-08-30 00:00:00,Viernes
506,2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO,CARGAS,CONDUCTOR,FEMENINO,29,2019-09-05 00:00:00,Jueves
507,2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,AVENIDA,14,-58.39811256,-34.58070186,PEATON,AUTO,PEATON,FEMENINO,28,2019-09-08 00:00:00,Domingo
508,2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,AVENIDA,4,-58.41125934,-34.65417740,PEATON,CARGAS,PEATON,FEMENINO,72,2019-09-15 00:00:00,Jueves
509,2019-0079,1,2019-09-17,2019,9,17,05:30:00,5,CALLE,5,-58.41822901,-34.61866836,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57,2019-09-17 00:00:00,Martes
510,2019-0080,1,2019-09-17,2019,9,17,18:40:00,18,GRAL PAZ,13,-58.47617802,-34.53825652,PEATON,MOTO,PEATON,MASCULINO,76,2019-09-17 00:00:00,Martes
511,2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,AVENIDA,15,-58.46141281,-34.58623761,PEATON,PASAJEROS,PEATON,MASCULINO,67,2019-10-07 00:00:00,Lunes
512,2019-0082,1,2019-09-25,2019,9,25,07:45:00,7,AVENIDA,8,-58.42985146,-34.66119740,BICICLETA,CARGAS,CICLISTA,MASCULINO,47,2019-09-25 00:00:00,Miércoles
513,2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,CALLE,9,-58.48457413,-34.65839090,AUTO,AUTO,CONDUCTOR,MASCULINO,73,2019-09-26 00:00:00,Jueves
514,2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,CALLE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS,CICLISTA,FEMENINO,40,2019-09-27 00:00:00,Viernes
515,2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,CALLE,10,-58.49261744,-34.63419130,BICICLETA,TREN,CICLISTA,MASCULINO,20,2019-10-09 00:00:00,Miércoles
516,2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,AVENIDA,15,-58.45283186,-34.58841560,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,2019-10-15 00:00:00,Martes
517,2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,AVENIDA,12,-58.47973681,-34.57418656,MOTO,MOTO,CONDUCTOR,MASCULINO,41,2019-10-21 00:00:00,Lunes
518,2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,AVENIDA,4,-58.40623949,-34.65076549,PEATON,PASAJEROS,PEATON,MASCULINO,27,2019-10-22 00:00:00,Martes
519,2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,AVENIDA,4,-58.36244648,-34.63107887,PEATON,CARGAS,PEATON,FEMENINO,92,2019-10-23 00:00:00,Miércoles
520,2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,AVENIDA,9,-58.49962423,-34.64868027,PEATON,MOTO,PEATON,MASCULINO,67,2019-10-26 00:00:00,Jueves
521,2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,AVENIDA,15,-58.44551437,-34.59559816,PEATON,PASAJEROS,PEATON,MASCULINO,35,2019-11-01 00:00:00,Viernes
522,2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,CALLE,4,-58.35608181,-34.63420319,PEATON,PASAJEROS,PEATON,MASCULINO,37,2019-11-03 00:00:00,Domingo
523,2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,AVENIDA,11,-58.46483679,-34.60907662,BICICLETA,OTRO,CICLISTA,MASCULINO,16,2019-11-13 00:00:00,Miércoles
524,2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,CALLE,15,-58.44368628,-34.59724326,MOTO,OTRO,PASAJERO_ACOMPAÑANTE,FEMENINO,SD,2019-11-18 00:00:00,Lunes
525,2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2019-11-20 00:00:00,Miércoles
526,2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,AVENIDA,1,-58.37560352,-34.62726382,PEATON,PASAJEROS,PEATON,MASCULINO,73,2019-11-22 00:00:00,Viernes
527,2019-0097,1,2019-11-25,2019,11,25,08:50:00,8,AUTOPISTA,9,-58.47721439,-34.64815069,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-11-25 00:00:00,Lunes
528,2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,61,2019-11-29 00:00:00,Lunes
529,2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,AVENIDA,12,-58.49040794,-34.58368803,MOTO,AUTO,CONDUCTOR,MASCULINO,38,2019-12-18 00:00:00,Jueves
530,2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,AVENIDA,4,-58.42102679,-34.64991178,MOTO,MOTO,CONDUCTOR,MASCULINO,25,2019-12-17 00:00:00,Martes
531,2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,CALLE,9,-58.52219407,-34.64143926,MOTO,AUTO,CONDUCTOR,MASCULINO,18,2019-12-18 00:00:00,Martes
532,2019-0103,1,2019-12-18,2019,12,18,00:00:00,0,GRAL PAZ,11,-58.52169422,-34.59471640,MOTO,MOTO,CONDUCTOR,MASCULINO,24,2019-12-18 00:00:00,Miércoles
533,2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,AVENIDA,10,-58.47460416,-34.63206174,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-12-22 00:00:00,Sábado
534,2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,AVENIDA,10,-58.50512382,-34.61520391,PEATON,AUTO,PEATON,FEMENINO,82,2019-05-08 00:00:00,Domingo
535,2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,CALLE,15,-58.43910409,-34.59213355,PEATON,AUTO,PEATON,FEMENINO,87,2020-01-04 00:00:00,Sábado
536,2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,AVENIDA,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,2020-01-07 00:00:00,Domingo
537,2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,AVENIDA,3,-58.39337644,-34.60927582,PEATON,AUTO,PEATON,MASCULINO,44,2020-01-11 00:00:00,Sábado
538,2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,AVENIDA,1,-58.39055614,-34.60919284,PEATON,PASAJEROS,PEATON,MASCULINO,82,2020-01-15 00:00:00,Martes
539,2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,AVENIDA,3,-58.41036975,-34.62477021,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,25,2020-02-10 00:00:00,Martes
540,2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,AVENIDA,8,-58.44925765,-34.65412546,MOTO,CARGAS,CONDUCTOR,MASCULINO,23,2020-01-20 00:00:00,Lunes
